image,class,x0,y0,z0,visibility0,x1,y1,z1,visibility1,x2,y2,z2,visibility2,x3,y3,z3,visibility3,x4,y4,z4,visibility4,x5,y5,z5,visibility5,x6,y6,z6,visibility6,x7,y7,z7,visibility7,x8,y8,z8,visibility8,x9,y9,z9,visibility9,x10,y10,z10,visibility10,x11,y11,z11,visibility11,x12,y12,z12,visibility12,x13,y13,z13,visibility13,x14,y14,z14,visibility14,x15,y15,z15,visibility15,x16,y16,z16,visibility16,x17,y17,z17,visibility17,x18,y18,z18,visibility18,x19,y19,z19,visibility19,x20,y20,z20,visibility20,x21,y21,z21,visibility21,x22,y22,z22,visibility22,x23,y23,z23,visibility23,x24,y24,z24,visibility24,x25,y25,z25,visibility25,x26,y26,z26,visibility26,x27,y27,z27,visibility27,x28,y28,z28,visibility28,x29,y29,z29,visibility29,x30,y30,z30,visibility30,x31,y31,z31,visibility31,x32,y32,z32,visibility32
nm103.jpeg,1,0.64949,0.18988,-0.53126,0.99968,0.6705,0.16843,-0.50406,0.99951,0.68038,0.16822,-0.50428,0.99945,0.69082,0.16834,-0.50452,0.99943,0.64284,0.16977,-0.47539,0.99929,0.63325,0.17044,-0.47522,0.99902,0.62389,0.17153,-0.47509,0.99903,0.71057,0.17729,-0.22776,0.99953,0.61598,0.18122,-0.10199,0.99837,0.66765,0.20761,-0.41763,0.99941,0.63487,0.20894,-0.38189,0.999,0.78906,0.26193,-0.10541,0.99963,0.53981,0.25152,0.20129,0.9986,0.82781,0.37865,-0.27771,0.90893,0.50925,0.36237,0.02201,0.59271,0.68621,0.32837,-0.51508,0.77195,0.62869,0.32048,-0.487,0.62678,0.6569,0.31659,-0.59595,0.6585,0.66033,0.31746,-0.57068,0.53562,0.65335,0.30224,-0.56357,0.64478,0.65633,0.3002,-0.56673,0.51163,0.66289,0.30595,-0.50399,0.59858,0.65147,0.3045,-0.49673,0.46611,0.69221,0.49466,-0.13089,0.99891,0.58274,0.48664,0.13158,0.99721,0.66416,0.67326,-0.2542,0.62666,0.58098,0.66803,0.09832,0.6097,0.59487,0.86605,0.02111,0.76256,0.58934,0.84821,0.37633,0.71832,0.59187,0.89414,0.03296,0.63212,0.60675,0.87309,0.39088,0.59384,0.5942,0.90461,-0.28578,0.75386,0.53739,0.90838,0.10996,0.69063
namaste34.jpeg,1,0.51432,0.34775,-0.55329,0.99971,0.5392,0.32542,-0.50692,0.99985,0.55298,0.32594,-0.50693,0.99976,0.56603,0.32644,-0.50703,0.99981,0.49889,0.32364,-0.51117,0.99992,0.48416,0.32321,-0.5113,0.99989,0.4714,0.32276,-0.51147,0.99992,0.58832,0.33413,-0.21696,0.99969,0.45304,0.33035,-0.23358,0.99989,0.53365,0.3695,-0.44193,0.99997,0.48702,0.36866,-0.44709,0.99999,0.68988,0.46283,-0.15984,0.99838,0.33394,0.45893,-0.18428,0.99935,0.80643,0.6251,-0.46992,0.98384,0.21443,0.63006,-0.5271,0.99179,0.54975,0.56723,-0.94825,0.94945,0.46884,0.57075,-0.91772,0.96139,0.51345,0.52924,-1.01112,0.90291,0.49808,0.5303,-0.97485,0.90478,0.51691,0.51628,-0.94408,0.89073,0.49485,0.52099,-0.89738,0.88133,0.52642,0.52599,-0.91928,0.85281,0.49403,0.53245,-0.88167,0.84261,0.6062,0.72513,0.00193,0.9995,0.41261,0.72679,-0.00184,0.99944,0.84758,0.74467,-0.99664,0.98892,0.16545,0.74505,-0.85641,0.97989,0.43989,0.83802,-0.75273,0.84104,0.5637,0.82113,-0.55485,0.82123,0.4078,0.82444,-0.70066,0.80339,0.58721,0.80284,-0.49595,0.73238,0.25011,0.8546,-0.88443,0.87191,0.71438,0.84566,-0.65392,0.82378
nm96.jpeg,1,0.60689,0.31215,-0.5292,0.99996,0.62409,0.27408,-0.49769,0.99991,0.63428,0.27401,-0.49759,0.99992,0.64308,0.27424,-0.49763,0.99991,0.59079,0.27302,-0.49582,0.99993,0.579,0.27241,-0.4956,0.99992,0.56733,0.27209,-0.49567,0.99991,0.65504,0.28821,-0.25102,0.99994,0.54754,0.28659,-0.22638,0.9999,0.62257,0.35959,-0.43278,0.99997,0.58352,0.3573,-0.42598,0.99997,0.74505,0.47581,-0.13721,0.99998,0.45961,0.4762,-0.11301,0.99993,0.88522,0.73164,-0.34082,0.99616,0.4082,0.72084,-0.41518,0.98321,0.68453,0.6998,-0.65451,0.95683,0.59515,0.69484,-0.87855,0.93076,0.64999,0.67679,-0.74355,0.81178,0.6291,0.67699,-0.98335,0.80421,0.63703,0.64687,-0.69637,0.81661,0.62748,0.65462,-0.94844,0.78628,0.64545,0.65398,-0.64044,0.79755,0.61828,0.6596,-0.87278,0.77974,0.69453,0.97103,-0.02021,0.90232,0.51883,0.96385,0.02218,0.90642,0.7009,1.35752,0.19249,0.02842,0.54589,1.36067,0.28819,0.01556,0.67689,1.72551,0.65697,0.00205,0.52531,1.72646,0.67816,0.00173,0.69432,1.75083,0.68973,0.00281,0.5178,1.78193,0.70812,0.00325,0.66178,1.8377,0.37077,0.00093,0.53004,1.84659,0.35729,0.00122
nm79.jpeg,1,0.48722,0.44054,-0.55234,0.99978,0.50443,0.42676,-0.51535,0.99992,0.5138,0.42731,-0.51537,0.99985,0.52084,0.4277,-0.51541,0.99989,0.47735,0.42525,-0.51335,0.99995,0.47009,0.42522,-0.51342,0.99993,0.46418,0.42534,-0.51347,0.99995,0.53711,0.43455,-0.29928,0.99984,0.46219,0.43609,-0.28924,0.99992,0.50499,0.45764,-0.47174,0.99998,0.47307,0.45769,-0.46897,0.99999,0.60693,0.52533,-0.26188,0.99865,0.40232,0.52861,-0.2369,0.99918,0.6878,0.63054,-0.54493,0.99375,0.30827,0.65274,-0.55308,0.99188,0.53138,0.63291,-0.91099,0.96505,0.44876,0.63805,-0.91703,0.94843,0.4971,0.61594,-0.98061,0.91674,0.46954,0.62365,-0.98693,0.87697,0.49635,0.6039,-0.93919,0.90747,0.47288,0.61479,-0.94488,0.85187,0.50566,0.60772,-0.89652,0.87027,0.46854,0.61803,-0.90305,0.80269,0.55417,0.7198,-0.01529,0.99913,0.43467,0.72168,0.01501,0.99914,0.69572,0.71434,-0.68773,0.97898,0.26425,0.71288,-0.61113,0.96879,0.45149,0.77667,-0.43534,0.62711,0.52896,0.79003,-0.46104,0.82778,0.43028,0.76785,-0.3962,0.60255,0.55163,0.77967,-0.43289,0.65771,0.33074,0.77111,-0.5273,0.72636,0.63123,0.79146,-0.58204,0.82317
namaste22.jpeg,1,0.53488,0.28984,-0.41952,0.99946,0.56083,0.25093,-0.36392,0.99966,0.5758,0.25165,-0.3643,0.99968,0.59081,0.25267,-0.36487,0.99973,0.50358,0.24811,-0.37384,0.99961,0.48018,0.24734,-0.37384,0.99955,0.45858,0.24769,-0.37429,0.99961,0.60889,0.26932,-0.05339,0.99961,0.4261,0.26457,-0.08905,0.99975,0.55816,0.34075,-0.29934,0.99984,0.48783,0.33862,-0.30993,0.99985,0.71104,0.45011,0.03294,0.99908,0.31943,0.43798,-0.07062,0.99768,0.75572,0.7513,-0.17891,0.85399,0.25331,0.7547,-0.32667,0.92087,0.59466,0.67645,-0.64907,0.83515,0.50786,0.75989,-0.63072,0.76492,0.60678,0.65854,-0.72502,0.7879,0.58807,0.78841,-0.68501,0.66192,0.61728,0.60431,-0.66966,0.78603,0.59653,0.72735,-0.64263,0.65413,0.6085,0.60885,-0.6281,0.7562,0.57821,0.71657,-0.60963,0.64022,0.62372,0.8682,-0.00685,0.92448,0.38526,0.87348,0.00796,0.92156,0.91662,0.7748,-0.73256,0.8378,0.19331,0.88619,-0.76119,0.75015,0.60068,1.03327,-0.39269,0.28997,0.60469,1.06773,-0.47809,0.27856,0.56429,1.03868,-0.34383,0.31907,0.65226,1.05582,-0.42486,0.35096,0.49964,1.11662,-0.47164,0.20433,0.74762,1.15199,-0.551,0.22955
nm80.jpeg,1,0.51204,0.21666,-0.09487,0.99997,0.52552,0.18923,-0.05338,0.99999,0.53291,0.18901,-0.05332,0.99997,0.54012,0.1892,-0.05333,0.99998,0.499,0.18892,-0.0556,0.99999,0.48985,0.18878,-0.05566,0.99999,0.48258,0.189,-0.05569,1.0,0.55004,0.20433,0.1329,0.99996,0.47238,0.20688,0.12414,0.99999,0.52472,0.25316,-0.02986,0.99999,0.49684,0.2528,-0.03266,1.0,0.60233,0.40272,0.12885,0.9981,0.40846,0.40086,0.10344,0.99959,0.69538,0.59886,-0.07898,0.98515,0.31237,0.59623,-0.10354,0.99394,0.53753,0.5648,-0.34953,0.93108,0.47103,0.57234,-0.32108,0.97166,0.51868,0.51377,-0.38864,0.84357,0.50068,0.51618,-0.35508,0.91815,0.51706,0.49912,-0.34588,0.82694,0.50007,0.5088,-0.31555,0.902,0.52054,0.51621,-0.33263,0.79363,0.49638,0.52409,-0.30187,0.88328,0.55319,0.78814,-0.00087,0.9996,0.43755,0.79257,0.00085,0.99975,0.72502,0.77648,-0.46466,0.99508,0.26899,0.7985,-0.4768,0.99547,0.45696,0.89601,-0.25157,0.86252,0.55482,0.91988,-0.28834,0.94367,0.44182,0.87197,-0.21248,0.8095,0.56737,0.8921,-0.25047,0.87124,0.35677,0.90721,-0.29095,0.86089,0.66715,0.91639,-0.33524,0.90762
109.jpeg,1,0.56607,0.37327,-0.45395,0.99936,0.58895,0.34874,-0.3952,0.99903,0.60175,0.34974,-0.39525,0.99907,0.61386,0.35103,-0.39559,0.99906,0.54253,0.34813,-0.39018,0.99907,0.52437,0.34847,-0.3903,0.9991,0.50858,0.34956,-0.39074,0.99919,0.63463,0.36647,-0.08548,0.99941,0.48704,0.36493,-0.05674,0.99944,0.59081,0.40595,-0.33553,0.99968,0.53397,0.40168,-0.32842,0.99972,0.72712,0.49778,-0.02322,0.99964,0.38515,0.49463,0.02352,0.9988,0.88337,0.68385,-0.41648,0.99442,0.1788,0.66434,-0.4884,0.99589,0.58301,0.56331,-0.74304,0.98059,0.48848,0.56979,-0.83799,0.96347,0.54213,0.51061,-0.82224,0.91359,0.52364,0.51971,-0.91005,0.82781,0.5475,0.49917,-0.6924,0.90489,0.52058,0.50384,-0.79191,0.80029,0.55524,0.51269,-0.69197,0.89207,0.51847,0.51969,-0.79383,0.78697,0.66315,0.86157,-0.01093,0.98791,0.42409,0.86101,0.01291,0.97499,0.67192,1.02768,-0.89406,0.67178,0.37381,1.03265,-0.49723,0.6082,0.59038,1.32103,-0.14037,0.03809,0.42113,1.34078,0.04592,0.04636,0.58691,1.35076,-0.07465,0.04232,0.42525,1.37578,0.08928,0.02844,0.55388,1.42172,-0.41774,0.02204,0.4285,1.43739,-0.27848,0.02583
namaste3.jpeg,1,0.50939,0.22946,-1.44606,0.99949,0.53773,0.20203,-1.37555,0.99938,0.55273,0.20194,-1.37551,0.99936,0.56873,0.2024,-1.37574,0.99917,0.48447,0.2041,-1.37054,0.9994,0.4662,0.20507,-1.37095,0.99946,0.45022,0.20678,-1.37135,0.99942,0.59823,0.21934,-0.91374,0.99953,0.43204,0.22469,-0.88777,0.99964,0.54131,0.26141,-1.27214,0.99989,0.47765,0.26259,-1.2666,0.99988,0.73318,0.40136,-0.63205,0.99935,0.32392,0.40137,-0.53607,0.99859,0.88992,0.65056,-1.02686,0.9993,0.17014,0.65027,-0.98438,0.99645,0.60343,0.57869,-1.67783,0.99694,0.44096,0.59559,-1.77134,0.99036,0.55954,0.54148,-1.81673,0.9737,0.51032,0.54437,-1.90386,0.94521,0.56003,0.52318,-1.69761,0.97033,0.50799,0.52823,-1.80689,0.93864,0.56855,0.53123,-1.63092,0.96896,0.49918,0.53984,-1.73945,0.93001,0.62005,0.77591,-0.03998,0.99159,0.39704,0.7744,0.04255,0.99206,0.62793,1.05721,-0.01767,0.11287,0.37177,1.04477,0.13963,0.17841,0.6114,1.26656,1.13606,0.00036,0.37245,1.27144,1.04832,0.00142,0.6208,1.30401,1.2267,0.00101,0.37005,1.31809,1.119,0.00161,0.57118,1.36553,0.76036,0.00039,0.38688,1.36021,0.577,0.00276
namaste18.jpeg,1,0.50909,0.30837,-1.3073,0.99975,0.53332,0.25236,-1.24122,0.99974,0.5493,0.25426,-1.24139,0.99967,0.56565,0.25714,-1.24154,0.99962,0.47936,0.24958,-1.25069,0.99976,0.45901,0.24965,-1.25061,0.99974,0.44051,0.25051,-1.25097,0.99976,0.59674,0.29407,-0.76767,0.9997,0.41116,0.28288,-0.79452,0.99984,0.54135,0.38333,-1.12235,0.9998,0.47511,0.3758,-1.13168,0.99985,0.67966,0.57931,-0.38774,0.99653,0.30235,0.63741,-0.51782,0.99664,0.8659,0.93224,-0.58223,0.56881,0.16945,0.99879,-0.88165,0.89344,0.79594,0.95856,-1.17536,0.37022,0.41701,0.8821,-1.58207,0.74332,0.79278,0.985,-1.28895,0.26235,0.46783,0.8335,-1.7243,0.57581,0.76452,0.93682,-1.28083,0.29309,0.46651,0.79458,-1.67975,0.6096,0.7546,0.93692,-1.18898,0.27997,0.47384,0.79653,-1.57612,0.56349,0.63987,1.31642,-0.03223,0.0238,0.37623,1.31733,0.03614,0.02067,0.62727,1.91359,0.11905,0.01468,0.38438,1.92466,0.27466,0.01243,0.59908,2.43136,0.81591,0.00033,0.38256,2.44813,0.88021,0.00017,0.59532,2.51327,0.85284,0.00014,0.37612,2.52301,0.92077,0.00025,0.5794,2.60019,0.28388,0.0003,0.42888,2.63877,0.29657,0.00044
nm55.jpeg,1,0.32425,0.2389,-0.4086,0.99955,0.34402,0.19311,-0.38793,0.99925,0.35908,0.1915,-0.38806,0.99936,0.37355,0.18927,-0.38788,0.99911,0.30886,0.19592,-0.35349,0.99941,0.29961,0.19761,-0.35366,0.99946,0.29173,0.19968,-0.35417,0.99946,0.40093,0.20491,-0.21884,0.99955,0.29732,0.22458,-0.05559,0.99952,0.35738,0.29099,-0.34172,0.99935,0.31345,0.29302,-0.29645,0.99934,0.51777,0.50462,-0.23315,0.99457,0.22724,0.49709,0.09229,0.99482,0.48919,0.7896,-0.43165,0.91359,0.05416,0.77569,-0.25142,0.86559,0.24125,0.6745,-0.51953,0.86016,0.17743,0.68067,-0.80128,0.57104,0.18271,0.64405,-0.57892,0.72663,0.23827,0.68829,-0.90053,0.36852,0.18119,0.62502,-0.52999,0.75742,0.25168,0.63413,-0.84937,0.38896,0.20684,0.62983,-0.49532,0.71351,0.24403,0.64302,-0.79798,0.37901,0.45511,1.11733,-0.08538,0.14152,0.26292,1.11909,0.08725,0.22307,0.42136,1.37574,-0.01544,0.10689,0.24088,1.43406,0.1427,0.08369,0.44431,1.86001,0.46836,0.00375,0.27613,1.88919,0.51114,0.00526,0.46134,1.95068,0.49478,0.00209,0.2874,1.9654,0.53571,0.0046,0.40191,2.0006,0.1441,0.00564,0.2647,2.04162,0.19969,0.01672
nm75.jpeg,1,0.56296,0.27997,-0.8178,0.9995,0.58451,0.25792,-0.78541,0.99936,0.59936,0.25783,-0.78556,0.99925,0.61103,0.2577,-0.78597,0.99907,0.54319,0.25898,-0.75355,0.99932,0.53123,0.25946,-0.75369,0.99916,0.52256,0.26029,-0.75385,0.99912,0.63942,0.27016,-0.51111,0.99954,0.51581,0.27242,-0.36582,0.99924,0.59222,0.30539,-0.71019,0.99969,0.54244,0.30545,-0.66956,0.99951,0.74279,0.41238,-0.3891,0.99635,0.44774,0.40529,-0.08674,0.99876,0.73176,0.59673,-0.40765,0.95032,0.33781,0.58713,-0.42142,0.98576,0.51496,0.48553,-0.31276,0.89766,0.49873,0.48357,-0.96026,0.96661,0.49373,0.45225,-0.33289,0.73702,0.53642,0.44729,-1.03602,0.87277,0.50437,0.4307,-0.28092,0.71673,0.52902,0.42773,-0.97051,0.84573,0.51338,0.44443,-0.27909,0.75007,0.52546,0.44286,-0.94466,0.84164,0.64596,0.72482,-0.08286,0.99764,0.46694,0.71717,0.08435,0.9974,0.61277,0.96247,-0.18592,0.21718,0.42842,0.95025,0.25858,0.38102,0.58857,1.14001,0.53045,0.00474,0.415,1.11634,1.0274,0.00726,0.58711,1.17139,0.58739,0.00788,0.42023,1.1457,1.09686,0.01246,0.57501,1.20952,0.26699,0.00328,0.39179,1.18841,0.7737,0.0092
namaste38.jpeg,1,0.5266,0.19933,-0.72527,0.99902,0.53998,0.18246,-0.68401,0.9981,0.54889,0.18176,-0.68417,0.99782,0.5552,0.18123,-0.68438,0.99743,0.51235,0.18457,-0.67674,0.99802,0.50363,0.18497,-0.67676,0.99769,0.49446,0.18574,-0.67687,0.9978,0.57032,0.1867,-0.39908,0.99622,0.48506,0.19204,-0.36932,0.99662,0.54545,0.21446,-0.6145,0.99864,0.51284,0.2157,-0.60636,0.99874,0.64515,0.27505,-0.23852,0.99912,0.42462,0.27171,-0.18788,0.99903,0.70627,0.37981,-0.5443,0.98448,0.34165,0.38046,-0.49557,0.986,0.55915,0.32878,-0.98065,0.96285,0.49112,0.3336,-0.99308,0.97314,0.53271,0.30513,-1.08671,0.89043,0.5254,0.30907,-1.09395,0.928,0.53098,0.29342,-1.03827,0.88039,0.52259,0.29744,-1.05956,0.91464,0.53645,0.30103,-0.96882,0.83845,0.51472,0.30627,-0.98643,0.87457,0.57682,0.49956,-0.02688,0.99508,0.45608,0.49566,0.02707,0.99202,0.58259,0.64731,-0.2096,0.28278,0.47409,0.65914,-0.07889,0.23625,0.55077,0.80731,0.23457,0.17248,0.47806,0.80974,0.36345,0.16436,0.54359,0.82808,0.26578,0.217,0.48388,0.82977,0.39501,0.14913,0.57089,0.85294,-0.01793,0.20314,0.47303,0.86059,0.07965,0.16927
nm63.jpeg,1,0.67128,0.46637,-0.81269,0.99995,0.6971,0.40458,-0.77454,0.99993,0.71231,0.40345,-0.77436,0.99994,0.72642,0.40246,-0.77432,0.99992,0.64408,0.40255,-0.76617,0.99992,0.62382,0.39977,-0.76543,0.99991,0.60696,0.39728,-0.7656,0.99988,0.74462,0.41777,-0.41178,0.99995,0.58091,0.41199,-0.35996,0.99992,0.69671,0.52268,-0.66733,0.99993,0.63556,0.52194,-0.65316,0.99992,0.84361,0.6797,-0.20322,0.99875,0.47406,0.64831,-0.16505,0.99837,0.87957,0.95224,-0.60043,0.6365,0.38496,1.01226,-0.66944,0.41253,0.7669,0.77089,-1.10825,0.93931,0.54885,0.90732,-1.4656,0.60659,0.75836,0.70869,-1.22642,0.91719,0.58292,0.90726,-1.61664,0.58393,0.75165,0.66707,-1.16858,0.9285,0.59765,0.85061,-1.56472,0.61893,0.74022,0.69625,-1.10211,0.91495,0.59363,0.85907,-1.46763,0.59454,0.74304,1.35978,-0.0552,0.00879,0.47791,1.32689,0.0601,0.00663,0.71721,1.93868,0.0915,0.0006,0.47572,1.9113,0.34991,0.0003,0.69397,2.43998,0.66714,5e-05,0.45156,2.43269,0.96041,1e-05,0.69434,2.50905,0.69395,3e-05,0.44244,2.50863,1.00465,1e-05,0.64769,2.61123,0.12034,0.00012,0.46922,2.60468,0.39158,6e-05
nm59.jpeg,1,0.65064,0.22023,-0.07199,0.99994,0.66523,0.19336,-0.03789,0.99998,0.67347,0.19387,-0.03784,0.99996,0.67992,0.19376,-0.03789,0.99997,0.63838,0.19103,-0.03399,0.99999,0.63042,0.19035,-0.03402,0.99998,0.62502,0.18956,-0.03409,0.99999,0.69353,0.20583,0.12671,0.99995,0.61903,0.20616,0.14861,0.99998,0.66663,0.25197,-0.01321,0.99999,0.63784,0.25443,-0.00724,0.99999,0.76875,0.39148,0.1175,0.99777,0.56612,0.39761,0.12354,0.99943,0.81692,0.65479,-0.05453,0.98489,0.49936,0.62975,-0.08513,0.99345,0.68452,0.56936,-0.27575,0.95165,0.62959,0.57217,-0.31129,0.98215,0.66317,0.52388,-0.30508,0.89217,0.64646,0.52087,-0.34056,0.94809,0.66586,0.50432,-0.27161,0.88496,0.64721,0.50573,-0.30123,0.93671,0.67127,0.51896,-0.26079,0.86028,0.64481,0.52237,-0.29256,0.92323,0.71217,0.79833,-0.0111,0.99971,0.5976,0.80662,0.01125,0.99978,0.85601,0.87662,-0.48927,0.99606,0.4219,0.90356,-0.4014,0.99511,0.621,0.90128,-0.24084,0.75455,0.66067,0.91801,-0.21128,0.85169,0.58199,0.84805,-0.19632,0.68026,0.6788,0.8781,-0.17201,0.73645,0.48773,0.88946,-0.24648,0.74401,0.76376,0.92092,-0.22663,0.78934
namaste14.jpeg,1,0.50398,0.40536,-1.00919,0.99995,0.52139,0.3708,-0.97107,0.99993,0.53083,0.36987,-0.97093,0.99992,0.5405,0.36886,-0.97075,0.9999,0.4857,0.37045,-0.97576,0.99995,0.4751,0.37058,-0.97598,0.99995,0.46623,0.37092,-0.9762,0.99996,0.55698,0.38069,-0.66289,0.99991,0.4567,0.38727,-0.67788,0.99997,0.52539,0.44676,-0.88961,0.99999,0.48799,0.44807,-0.89468,0.99999,0.63457,0.58489,-0.41542,0.99991,0.39065,0.59398,-0.46465,0.99986,0.75285,0.87082,-0.6218,0.99419,0.28902,0.92309,-0.70136,0.99742,0.57158,0.86265,-1.11993,0.96665,0.47173,0.87521,-1.20819,0.95894,0.53947,0.8133,-1.22329,0.84032,0.50205,0.80811,-1.31299,0.80702,0.53371,0.79277,-1.18638,0.83891,0.50372,0.78999,-1.27904,0.80502,0.54246,0.81201,-1.11284,0.81646,0.49963,0.81368,-1.20033,0.78503,0.6004,1.0657,-0.00364,0.71151,0.4438,1.04001,0.00551,0.72797,0.60312,1.42904,0.13407,0.01738,0.44352,1.43589,0.12911,0.01689,0.6056,1.73193,0.71184,0.00027,0.46003,1.73391,0.59089,0.00028,0.61104,1.78663,0.75,0.00023,0.4569,1.78655,0.62701,0.00047,0.59055,1.85064,0.41065,0.00016,0.49618,1.85818,0.25701,0.00092
namaste15.jpeg,1,0.45674,0.24532,-1.9298,0.99982,0.49326,0.21158,-1.84454,0.9997,0.51277,0.21129,-1.84502,0.99972,0.53151,0.21144,-1.84527,0.99954,0.42348,0.21298,-1.8168,0.99967,0.39992,0.21339,-1.81733,0.99969,0.37837,0.21418,-1.81811,0.99952,0.55624,0.22609,-1.22215,0.99966,0.3573,0.22913,-1.08679,0.99964,0.49391,0.28795,-1.69158,0.99993,0.41775,0.28761,-1.65669,0.9999,0.70592,0.43054,-0.87147,0.99899,0.22397,0.44113,-0.4503,0.99863,0.79042,0.74124,-1.47426,0.99052,0.14186,0.76056,-0.86476,0.98583,0.53387,0.6055,-2.38795,0.98249,0.37915,0.63891,-1.99353,0.95518,0.46774,0.52226,-2.57335,0.91673,0.44662,0.57596,-2.14673,0.81468,0.48327,0.5001,-2.44382,0.90719,0.42641,0.53843,-2.06933,0.80493,0.49605,0.51987,-2.34169,0.8851,0.40506,0.55658,-1.97803,0.78398,0.61254,0.9069,-0.17654,0.91898,0.32577,0.89735,0.17989,0.90337,0.6091,1.24339,-0.41398,0.08583,0.30584,1.24604,0.48879,0.08562,0.6057,1.5239,0.90349,0.00089,0.29895,1.52763,1.90621,0.00337,0.6226,1.5773,0.99604,0.00112,0.29039,1.5842,2.02201,0.00479,0.55246,1.63707,0.28011,0.00083,0.32153,1.63543,1.26583,0.01149
nm58.jpeg,1,0.30989,0.33015,-1.17936,0.99985,0.33759,0.29469,-1.13856,0.99953,0.34989,0.29884,-1.13861,0.99948,0.36172,0.30246,-1.13839,0.99915,0.29709,0.28092,-1.14094,0.99973,0.28283,0.27646,-1.14113,0.99978,0.27025,0.27371,-1.14145,0.99974,0.37854,0.3235,-0.79034,0.99947,0.25182,0.28671,-0.7932,0.9999,0.32754,0.38863,-1.04152,0.99994,0.27875,0.37009,-1.04467,0.99997,0.4415,0.53443,-0.54548,0.99984,0.13632,0.54593,-0.49361,0.99981,0.56746,0.82047,-0.86091,0.99154,0.01084,0.86687,-0.76203,0.99198,0.32296,0.8204,-1.44321,0.97986,0.18563,0.84552,-1.41963,0.97339,0.27829,0.77743,-1.57396,0.91446,0.22485,0.78686,-1.55054,0.90074,0.28473,0.74486,-1.50557,0.91451,0.23365,0.74847,-1.50094,0.90526,0.29992,0.75155,-1.42497,0.89148,0.22963,0.76098,-1.4102,0.89087,0.40425,1.08189,-0.03608,0.11604,0.19739,1.09762,0.03889,0.16546,0.41198,1.51659,0.05249,0.00217,0.22561,1.51907,0.03312,0.00174,0.40293,1.87718,0.76671,1e-05,0.2283,1.87309,0.61635,2e-05,0.40499,1.9401,0.81276,1e-05,0.22333,1.93769,0.66351,3e-05,0.38126,2.03064,0.40311,1e-05,0.26121,2.02081,0.21502,0.00015
namaste`17.jpeg,1,0.48743,0.19736,-0.56724,0.99978,0.50113,0.16536,-0.52545,0.99933,0.5103,0.16489,-0.52522,0.99959,0.52025,0.16507,-0.52488,0.99931,0.46862,0.17053,-0.52674,0.99944,0.4573,0.17396,-0.52674,0.99965,0.4472,0.17819,-0.52697,0.99946,0.53646,0.19116,-0.30299,0.99963,0.4342,0.21464,-0.30202,0.99969,0.50909,0.25743,-0.48769,0.99982,0.46924,0.26272,-0.48797,0.99982,0.6354,0.54355,-0.19325,0.99957,0.35583,0.53887,-0.19224,0.99919,0.72648,0.93293,-0.37394,0.97705,0.25169,0.92582,-0.40774,0.96754,0.53204,0.80042,-0.66787,0.98904,0.44004,0.80374,-0.74219,0.96807,0.49365,0.71358,-0.71169,0.95476,0.47376,0.69372,-0.79229,0.89414,0.4941,0.67535,-0.6372,0.95516,0.4699,0.65754,-0.72916,0.88625,0.50474,0.70088,-0.63933,0.95172,0.46818,0.686,-0.72064,0.87803,0.5801,1.15022,-0.00787,0.04921,0.38806,1.15399,0.01068,0.041,0.56523,1.60934,0.03575,0.00156,0.38061,1.60511,0.04644,0.00105,0.56519,2.00627,0.40427,5e-05,0.39131,1.99581,0.30338,2e-05,0.57236,2.07313,0.42304,0.0001,0.38809,2.06196,0.31686,3e-05,0.54318,2.15364,0.11224,6e-05,0.41752,2.14436,-0.01528,8e-05
nm62.jpeg,1,0.45581,0.41205,-1.37316,0.99996,0.4909,0.37275,-1.32192,0.99993,0.51003,0.37207,-1.32206,0.99993,0.52789,0.37225,-1.32177,0.9999,0.42828,0.37351,-1.32993,0.99995,0.40675,0.37318,-1.33028,0.99995,0.38803,0.37349,-1.33076,0.99995,0.55858,0.38988,-0.87764,0.99992,0.36908,0.38895,-0.90114,0.99995,0.48663,0.4539,-1.19452,0.99996,0.42125,0.4538,-1.20294,0.99997,0.67212,0.59796,-0.53587,0.99954,0.26388,0.59929,-0.52688,0.99957,0.77652,0.89021,-0.83287,0.9604,0.17955,0.88762,-0.79011,0.95261,0.52426,0.82612,-1.55585,0.91157,0.37229,0.81535,-1.54821,0.91946,0.4779,0.81486,-1.68915,0.82153,0.41372,0.79279,-1.69603,0.85793,0.47353,0.75573,-1.63392,0.84217,0.41262,0.74476,-1.65953,0.87494,0.4871,0.76512,-1.5442,0.78894,0.40447,0.75206,-1.54391,0.8282,0.59228,1.05748,-0.04152,0.09577,0.32377,1.064,0.04428,0.10383,0.57564,1.38961,-0.06443,0.03586,0.33619,1.39106,0.0593,0.02067,0.58129,1.71499,0.49439,0.00179,0.34195,1.72149,0.4071,0.00212,0.58592,1.76026,0.52217,0.0009,0.34209,1.77092,0.42109,0.00243,0.54628,1.82882,-0.0039,0.00192,0.35739,1.82873,-0.12158,0.0047
